id,title,description,link,image_link,price,sale_price,category,availability,color,gender,mpn
w178,Sheer Mesh Bodysuit,Stretch mesh bodysuit with a turtleneck. Layer under blazers for edge.,http://localhost:8080/product/detail.html?id=w178,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Women,in stock,Ivory,Women,w17825i
w179,Linen Shorts,Relaxed linen shorts with a drawstring waist. The perfect beach-to-bar piece.,http://localhost:8080/product/detail.html?id=w179,https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Women,in stock,Red,Women,w17927r
w180,Tailored Vest,Elongated tailored vest in pinstripe wool. Wear alone or layered.,http://localhost:8080/product/detail.html?id=w180,https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Women,in stock,Green,Women,w18023g
w181,Knit Shorts,Cotton-cashmere knit shorts with an elasticated waist. Part of the MAISON lounge edit.,http://localhost:8080/product/detail.html?id=w181,https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Women,out of stock,Black,Women,w18119b
w182,Sweater Vest,Argyle sweater vest in merino wool. Preppy styling with a modern fit.,http://localhost:8080/product/detail.html?id=w182,https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Women,in stock,White,Women,w18228w
w183,Cropped Hoodie,Cropped cotton-fleece hoodie. Drawcord hood with ribbed trim.,http://localhost:8080/product/detail.html?id=w183,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Women,in stock,Navy,Women,w18326n
w184,Wool Gilet,Padded wool gilet with quilted lining. Stand collar and zip front.,http://localhost:8080/product/detail.html?id=w184,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Women,in stock,Beige,Women,w18420b
w185,Silk Sleep Shirt,Oversized sleep shirt in washed silk. Mother-of-pearl buttons with a chest pocket.,http://localhost:8080/product/detail.html?id=w185,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Women,out of stock,Brown,Women,w18521b
w186,Ribbed Lounge Dress,Soft ribbed knit lounge dress. Scoop neck with a relaxed midi length.,http://localhost:8080/product/detail.html?id=w186,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Women,in stock,Grey,Women,w18624g
w187,Tank Dress,Clean cotton tank dress with a straight cut. The simplest canvas for accessorising.,http://localhost:8080/product/detail.html?id=w187,https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Women,in stock,Camel,Women,w18722c
w188,Polo Shirt,Classic polo shirt in piqué cotton. Fitted cut with a two-button placket.,http://localhost:8080/product/detail.html?id=w188,https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Women,in stock,Ivory,Women,w18825i
w189,Cotton Sweatshirt,Organic cotton sweatshirt with raglan sleeves. Brushed fleece interior.,http://localhost:8080/product/detail.html?id=w189,https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Women,out of stock,Red,Women,w18927r
w190,Off-Duty Dress,Relaxed cotton-jersey dress for days off. Side pockets and a comfortable fit.,http://localhost:8080/product/detail.html?id=w190,https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Women,in stock,Green,Women,w19023g
w191,Satin Midi Skirt,Bias-cut satin midi skirt in an evening-ready palette. Luxurious drape.,http://localhost:8080/product/detail.html?id=w191,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Women,in stock,Black,Women,w19119b
w192,Bralette Top,Ribbed cotton bralette top. A layering essential or standalone piece.,http://localhost:8080/product/detail.html?id=w192,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Women,in stock,White,Women,w19228w
w193,Shacket,Flannel shirt-jacket hybrid in a heritage plaid. Oversized with snap buttons.,http://localhost:8080/product/detail.html?id=w193,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Women,out of stock,Navy,Women,w19326n
w194,Poplin Shirt,Crisp cotton poplin shirt with French cuffs. A wardrobe cornerstone.,http://localhost:8080/product/detail.html?id=w194,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Women,in stock,Beige,Women,w19420b
w195,Cable Knit Vest,Sleeveless cable-knit vest in cream wool. Layer over shirts and tees.,http://localhost:8080/product/detail.html?id=w195,https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Women,in stock,Brown,Women,w19521b
w196,Belted Midi Dress,Self-belted midi dress in cotton-blend. A-line skirt with patch pockets.,http://localhost:8080/product/detail.html?id=w196,https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80,175.00,,Clothing > Women,in stock,Grey,Women,w19624g
w197,Pleated Culottes,Knife-pleated culottes in lightweight crepe. Elasticated waistband.,http://localhost:8080/product/detail.html?id=w197,https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Women,out of stock,Camel,Women,w19722c
w198,Duster Coat,Lightweight duster coat in linen-viscose. Open front with side slits.,http://localhost:8080/product/detail.html?id=w198,https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80,215.00,,Clothing > Women,in stock,Ivory,Women,w19825i
w199,Silk Midi Skirt,Pure silk midi skirt in a jewel-tone palette. Side zip with a fluid drape.,http://localhost:8080/product/detail.html?id=w199,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Women,in stock,Red,Women,w19927r
m1,Slim Fit Suit,"Slim-fit two-piece suit in Super 120s wool. Notched lapels, two-button closure. Made in Italy.",http://localhost:8080/product/detail.html?id=m1,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,450.00,,Clothing > Men,in stock,Green,Men,m0123g
m2,Classic Navy Suit,Timeless navy suit in pure wool. Half-canvassed construction with natural shoulders.,http://localhost:8080/product/detail.html?id=m2,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,425.00,,Clothing > Men,out of stock,Black,Men,m0219b
m3,Double-Breasted Suit,Peak-lapel double-breasted suit in Italian wool. Six-button closure with a slightly wider leg.,http://localhost:8080/product/detail.html?id=m3,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,485.00,,Clothing > Men,in stock,White,Men,m0328w
m4,Linen Suit,Unstructured two-piece suit in Belgian linen. Patch pockets and a relaxed silhouette.,http://localhost:8080/product/detail.html?id=m4,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,345.00,,Clothing > Men,in stock,Navy,Men,m0426n
m5,Pinstripe Suit,Chalk-stripe suit in English wool. Slim fit with a two-button single-breasted jacket.,http://localhost:8080/product/detail.html?id=m5,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,465.00,,Clothing > Men,in stock,Beige,Men,m0520b
m6,Tuxedo,Shawl-collar tuxedo in midnight-blue wool. Grosgrain trim on lapels and trouser stripe.,http://localhost:8080/product/detail.html?id=m6,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,595.00,,Clothing > Men,out of stock,Brown,Men,m0621b
m7,Three-Piece Suit,"Classic three-piece in mid-grey flannel. Single-breasted jacket, waistcoat, and flat-front trousers.",http://localhost:8080/product/detail.html?id=m7,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,525.00,,Clothing > Men,in stock,Grey,Men,m0724g
m8,Summer Suit,Lightweight suit in tropical wool-linen blend. Unlined jacket for warm-weather elegance.,http://localhost:8080/product/detail.html?id=m8,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,365.00,,Clothing > Men,in stock,Camel,Men,m0822c
m9,Corduroy Suit,Two-piece suit in fine-wale corduroy. Soft-shoulder jacket with patch pockets.,http://localhost:8080/product/detail.html?id=m9,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,385.00,,Clothing > Men,in stock,Ivory,Men,m0925i
m10,Velvet Dinner Jacket,Shawl-collar dinner jacket in cotton velvet. Satin-lined with grosgrain-covered buttons.,http://localhost:8080/product/detail.html?id=m10,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,395.00,,Clothing > Men,out of stock,Red,Men,m1027r
m11,Tailored Blazer,Unstructured Italian blazer in linen-wool blend. Polished yet effortless.,http://localhost:8080/product/detail.html?id=m11,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,295.00,,Clothing > Men,in stock,Green,Men,m1123g
m12,Hopsack Blazer,Navy hopsack blazer with gold-tone buttons. Patch pockets and natural shoulders.,http://localhost:8080/product/detail.html?id=m12,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,275.00,,Clothing > Men,in stock,Black,Men,m1219b
m13,Tweed Sport Coat,Harris Tweed sport coat with leather-trimmed buttons. A heritage piece for modern times.,http://localhost:8080/product/detail.html?id=m13,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,315.00,,Clothing > Men,in stock,White,Men,m1328w
m14,Linen Blazer,Relaxed linen blazer in stone. Unlined with a two-button closure.,http://localhost:8080/product/detail.html?id=m14,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,225.00,,Clothing > Men,out of stock,Navy,Men,m1426n
m15,Check Blazer,Window-pane check blazer in wool-cashmere. A statement layer for smart occasions.,http://localhost:8080/product/detail.html?id=m15,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,285.00,,Clothing > Men,in stock,Beige,Men,m1520b
m16,Formal Waistcoat,Double-breasted waistcoat in charcoal wool. Adjustable back strap with satin lining.,http://localhost:8080/product/detail.html?id=m16,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Men,in stock,Brown,Men,m1621b
m17,Dinner Suit,Classic dinner suit with peak lapels. Satin-faced lapels and single-button closure.,http://localhost:8080/product/detail.html?id=m17,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,545.00,,Clothing > Men,in stock,Grey,Men,m1724g
m18,Wool Dress Trousers,Flat-front dress trousers in Super 110s wool. Uncuffed with a medium break.,http://localhost:8080/product/detail.html?id=m18,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Men,out of stock,Camel,Men,m1822c
m19,Flannel Suit,Full-weight flannel suit in charcoal grey. Fully canvassed for impeccable drape.,http://localhost:8080/product/detail.html?id=m19,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,445.00,,Clothing > Men,in stock,Ivory,Men,m1925i
m20,Seersucker Suit,Seersucker suit in navy and white stripe. The quintessential warm-weather suit.,http://localhost:8080/product/detail.html?id=m20,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,325.00,,Clothing > Men,in stock,Red,Men,m2027r
m21,Sharkskin Suit,Sharkskin-weave suit in mid-grey wool. Subtle sheen with a slim fit.,http://localhost:8080/product/detail.html?id=m21,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,475.00,,Clothing > Men,in stock,Green,Men,m2123g
m22,Nehru Jacket,Mandarin-collar jacket in cotton-linen blend. A refined alternative to traditional blazers.,http://localhost:8080/product/detail.html?id=m22,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,265.00,,Clothing > Men,out of stock,Black,Men,m2219b
m23,Morning Coat,Traditional morning coat in black herringbone wool. For the most formal occasions.,http://localhost:8080/product/detail.html?id=m23,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,495.00,,Clothing > Men,in stock,White,Men,m2328w
m24,Windowpane Suit,Soft-shoulder suit in a wide windowpane check. Italian wool with a relaxed silhouette.,http://localhost:8080/product/detail.html?id=m24,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,435.00,,Clothing > Men,in stock,Navy,Men,m2426n
m25,Travel Suit,"Wrinkle-resistant travel suit in performance wool. Pack it, fly, arrive sharp.",http://localhost:8080/product/detail.html?id=m25,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,395.00,,Clothing > Men,in stock,Beige,Men,m2520b
m26,Birdseye Suit,Birdseye-weave suit in navy wool. A textured alternative to plain navy.,http://localhost:8080/product/detail.html?id=m26,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,425.00,,Clothing > Men,out of stock,Brown,Men,m2621b
m27,Formal Shirt,White formal shirt with a wing collar. French cuffs and a pleated front bib.,http://localhost:8080/product/detail.html?id=m27,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Men,in stock,Grey,Men,m2724g
m28,Silk Cummerbund,Pleated silk cummerbund in midnight blue. The finishing touch for black tie.,http://localhost:8080/product/detail.html?id=m28,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Camel,Men,m2822c
m29,Smoking Jacket,Quilted-collar smoking jacket in silk velvet. Toggle closure with satin lining.,http://localhost:8080/product/detail.html?id=m29,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,345.00,,Clothing > Men,in stock,Ivory,Men,m2925i
m30,Suit Trousers,Flat-front suit trousers in Super 120s wool. Slim fit with a clean break.,http://localhost:8080/product/detail.html?id=m30,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Men,out of stock,Red,Men,m3027r
m31,Oxford Shirt,Classic Oxford-weave shirt in Egyptian cotton. Button-down collar and chest pocket.,http://localhost:8080/product/detail.html?id=m31,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Green,Men,m3123g
m32,Linen Shirt,Relaxed-fit shirt in washed Belgian linen. Gets better with every wash.,http://localhost:8080/product/detail.html?id=m32,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Black,Men,m3219b
m33,Poplin Dress Shirt,Crisp cotton poplin dress shirt. Spread collar with French cuffs.,http://localhost:8080/product/detail.html?id=m33,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,105.00,,Clothing > Men,in stock,White,Men,m3328w
m34,Chambray Shirt,Soft chambray shirt in indigo. One-wash finish with a classic fit.,http://localhost:8080/product/detail.html?id=m34,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,out of stock,Navy,Men,m3426n
m35,Flannel Shirt,Brushed cotton flannel shirt in buffalo check. Heavyweight for winter warmth.,http://localhost:8080/product/detail.html?id=m35,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Beige,Men,m3520b
m36,Denim Shirt,Washed denim shirt with snap buttons. Western-inspired yoke detail.,http://localhost:8080/product/detail.html?id=m36,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Brown,Men,m3621b
m37,Bengal Stripe Shirt,"Fine Bengal stripe shirt in two-ply cotton. Spread collar, single cuff.",http://localhost:8080/product/detail.html?id=m37,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,105.00,,Clothing > Men,in stock,Grey,Men,m3724g
m38,Mandarin Collar Shirt,Minimalist mandarin-collar shirt in cotton. Clean lines without a tie.,http://localhost:8080/product/detail.html?id=m38,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,out of stock,Camel,Men,m3822c
m39,Stretch Cotton Shirt,Cotton-elastane shirt with a slim fit. Comfortable through the day.,http://localhost:8080/product/detail.html?id=m39,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Ivory,Men,m3925i
m40,White Dress Shirt,Impeccably constructed white shirt in Sea Island cotton. The gold standard.,http://localhost:8080/product/detail.html?id=m40,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Men,in stock,Red,Men,m4027r
m41,Checked Shirt,Relaxed checked shirt in soft-washed cotton. Perfect weekend layering.,http://localhost:8080/product/detail.html?id=m41,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Green,Men,m4123g
m42,Camp Collar Shirt,Cuban-collar shirt in printed viscose. Relaxed resort styling.,http://localhost:8080/product/detail.html?id=m42,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,out of stock,Black,Men,m4219b
m43,Henley Shirt,Long-sleeve Henley in slub cotton jersey. Three-button placket at the neck.,http://localhost:8080/product/detail.html?id=m43,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Men,in stock,White,Men,m4328w
m44,Piqué Polo Shirt,Classic piqué polo in mercerised cotton. Ribbed collar and two-button placket.,http://localhost:8080/product/detail.html?id=m44,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,75.00,,Clothing > Men,in stock,Navy,Men,m4426n
m45,Knit Polo,Short-sleeve polo in textured cotton knit. Smart-casual polish.,http://localhost:8080/product/detail.html?id=m45,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Beige,Men,m4520b
m46,Band Collar Shirt,Band-collar shirt in washed cotton. Clean and minimal without lapels.,http://localhost:8080/product/detail.html?id=m46,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,out of stock,Brown,Men,m4621b
m47,Gingham Shirt,Classic gingham check in cotton. Button-down collar with a regular fit.,http://localhost:8080/product/detail.html?id=m47,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Grey,Men,m4724g
m48,Twill Shirt,Diagonal twill shirt in premium cotton. Semi-spread collar with barrel cuffs.,http://localhost:8080/product/detail.html?id=m48,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Camel,Men,m4822c
m49,Dobby Shirt,Textured dobby-weave shirt in cotton. Subtle pattern adds visual interest.,http://localhost:8080/product/detail.html?id=m49,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Ivory,Men,m4925i
m50,Corduroy Shirt,Needlecord shirt with a regular collar. Rich texture for layered autumn looks.,http://localhost:8080/product/detail.html?id=m50,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,out of stock,Red,Men,m5027r
m51,Jersey Polo,Soft jersey polo with a Johnny collar. Relaxed fit in pima cotton.,http://localhost:8080/product/detail.html?id=m51,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,65.00,,Clothing > Men,in stock,Green,Men,m5123g
m52,Hawaiian Shirt,Relaxed Hawaiian-print shirt in rayon. Bold botanical print for vacation days.,http://localhost:8080/product/detail.html?id=m52,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Black,Men,m5219b
m53,Seersucker Shirt,Puckered seersucker shirt for hot days. No-iron texture that stays cool.,http://localhost:8080/product/detail.html?id=m53,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,White,Men,m5328w
m54,Brushed Twill Shirt,Brushed cotton twill shirt with a soft hand. Button-down collar and chest pocket.,http://localhost:8080/product/detail.html?id=m54,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,out of stock,Navy,Men,m5426n
m55,Performance Shirt,Moisture-wicking stretch shirt. Wrinkle-free finish for travel and long days.,http://localhost:8080/product/detail.html?id=m55,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Men,in stock,Beige,Men,m5520b
m56,Grandad Shirt,Collarless grandad shirt in linen-cotton. A relaxed alternative with vintage character.,http://localhost:8080/product/detail.html?id=m56,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Brown,Men,m5621b
m57,Silk Shirt,Relaxed silk crepe shirt with a camp collar. Fluid drape for evening occasions.,http://localhost:8080/product/detail.html?id=m57,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Men,in stock,Grey,Men,m5724g
m58,Contrast-Collar Shirt,White shirt with a contrasting blue collar. A signature City detail.,http://localhost:8080/product/detail.html?id=m58,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,105.00,,Clothing > Men,out of stock,Camel,Men,m5822c
m59,Oversized Shirt,Deliberately oversized cotton shirt. Dropped shoulders for a contemporary silhouette.,http://localhost:8080/product/detail.html?id=m59,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,85.00,,Clothing > Men,in stock,Ivory,Men,m5925i
m60,Long-Sleeve T-Shirt,Premium long-sleeve tee in Pima cotton. Crew neck with a standard fit.,http://localhost:8080/product/detail.html?id=m60,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Men,in stock,Red,Men,m6027r
m61,Printed Shirt,All-over printed shirt in cotton voile. Original MAISON patterns.,http://localhost:8080/product/detail.html?id=m61,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,Green,Men,m6123g
m62,Utility Shirt,Heavy cotton twill shirt with chest flap pockets. Work-inspired with a modern cut.,http://localhost:8080/product/detail.html?id=m62,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,out of stock,Black,Men,m6219b
m63,Supima Cotton Tee,"Essential crew-neck tee in Supima cotton. Soft, durable, and perfectly weighted.",http://localhost:8080/product/detail.html?id=m63,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Men,in stock,White,Men,m6328w
m64,Striped Breton,Classic Breton stripe in heavyweight cotton jersey. Boat neck with long sleeves.,http://localhost:8080/product/detail.html?id=m64,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,55.00,,Clothing > Men,in stock,Navy,Men,m6426n
m65,V-Neck T-Shirt,V-neck tee in organic cotton. Clean cut with a soft hand.,http://localhost:8080/product/detail.html?id=m65,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,45.00,,Clothing > Men,in stock,Beige,Men,m6520b
m66,Chino Trousers,Slim-fit chino in garment-dyed cotton twill. A refined casual staple.,http://localhost:8080/product/detail.html?id=m66,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Men,out of stock,Brown,Men,m6621b
m67,Wool Trousers,Tailored flat-front trousers in Italian wool. Medium rise with a slim leg.,http://localhost:8080/product/detail.html?id=m67,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,175.00,,Clothing > Men,in stock,Grey,Men,m6724g
m68,Cargo Pants,Tapered cargo pants in cotton ripstop. Multiple pockets with a modern slim leg.,http://localhost:8080/product/detail.html?id=m68,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Men,in stock,Camel,Men,m6822c
m69,Corduroy Trousers,Wide-wale corduroy trousers with a flat front. Rich texture for autumn and winter.,http://localhost:8080/product/detail.html?id=m69,https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80,125.00,,Clothing > Men,in stock,Ivory,Men,m6925i
m70,Linen Trousers,Relaxed drawstring trousers in European linen. Easy summer elegance.,http://localhost:8080/product/detail.html?id=m70,https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Men,out of stock,Red,Men,m7027r
m71,Selvedge Jeans,Slim-straight jeans in Japanese selvedge denim. Raw indigo with red-line selvedge.,http://localhost:8080/product/detail.html?id=m71,https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80,165.00,,Clothing > Men,in stock,Green,Men,m7123g
m72,Pleated Trousers,"Double-pleat trousers in flannel wool. Relaxed through the thigh, tapered at the ankle.",http://localhost:8080/product/detail.html?id=m72,https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80,155.00,,Clothing > Men,in stock,Black,Men,m7219b
m73,Jogger Trousers,Tailored joggers in ponte jersey. Ribbed cuffs with a drawstring waist.,http://localhost:8080/product/detail.html?id=m73,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80,95.00,,Clothing > Men,in stock,White,Men,m7328w
m74,Wide-Leg Trousers,Wide-leg trousers in cotton twill. High-waisted with a relaxed vintage silhouette.,http://localhost:8080/product/detail.html?id=m74,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80,145.00,,Clothing > Men,out of stock,Navy,Men,m7426n
m75,Slim Jeans,Slim-fit jeans in stretch denim. Dark rinse with a clean finish.,http://localhost:8080/product/detail.html?id=m75,https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80,135.00,,Clothing > Men,in stock,Beige,Men,m7520b
m76,Drawstring Trousers,Easy drawstring trousers in cotton-linen blend. Elastic waist with a tapered leg.,http://localhost:8080/product/detail.html?id=m76,https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80,115.00,,Clothing > Men,in stock,Brown,Men,m7621b
